cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
4803,48035000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4804,48045000,1,35,35,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4805,48055000,1,35,35,1,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4806,48065000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4807,48075000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,3
4808,48085000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4809,48095000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4810,48105000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4811,48115000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4812,48125000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4813,48135000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4814,48145000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4815,48155000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4816,48165000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4817,48175000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4818,48185000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4819,48195000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4820,48205000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4821,48215000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4822,48225000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4823,48235000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4824,48245000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4825,48255000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4826,48265000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4827,48275000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4828,48285000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4829,48295000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4830,48305000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4831,48315000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4832,48325000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4833,48335000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4834,48345000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4835,48355000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4836,48365000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4837,48375000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4838,48385000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4839,48395000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4840,48405000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4841,48415000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4842,48425000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4843,48435000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4844,48445000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4845,48455000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4846,48465000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4847,48475000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4848,48485000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4849,48495000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4850,48505000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4851,48515000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4852,48525000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4853,48535000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4854,48545000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4855,48555000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4856,48565000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4857,48575000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4858,48585000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4859,48595000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4860,48605000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4861,48615000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4862,48625000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4863,48635000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4864,48645000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4865,48655000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4866,48665000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4867,48675000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4868,48685000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4869,48695000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4870,48705000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4871,48715000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4872,48725000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4873,48735000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4874,48745000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4875,48755000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4876,48765000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4877,48775000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4878,48785000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4879,48795000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4880,48805000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4881,48815000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4882,48825000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4883,48835000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4884,48845000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4885,48855000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4886,48865000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4887,48875000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4888,48885000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4889,48895000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4890,48905000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4891,48915000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4892,48925000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4893,48935000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4894,48945000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4895,48955000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4896,48965000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4897,48975000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4898,48985000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4899,48995000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4900,49005000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4901,49015000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4902,49025000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4903,49035000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4904,49045000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4905,49055000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4906,49065000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4907,49075000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4908,49085000,1,35,35,0,20000,0,2,978,217,37,30030,0,2,0,-2,0,0,2048,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
