cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
1930,19305000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1931,19315000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1932,19325000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1933,19335000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1934,19345000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1935,19355000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1936,19365000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1937,19375000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1938,19385000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1939,19395000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1940,19405000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1941,19415000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1942,19425000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1943,19435000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1944,19445000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1945,19455000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1946,19465000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1947,19475000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1948,19485000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1949,19495000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1950,19505000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1951,19515000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1952,19525000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1953,19535000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1954,19545000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1955,19555000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1956,19565000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1957,19575000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1958,19585000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1959,19595000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1960,19605000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1961,19615000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1962,19625000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1963,19635000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1964,19645000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1965,19655000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1966,19665000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1967,19675000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1968,19685000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1969,19695000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1970,19705000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1971,19715000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1972,19725000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1973,19735000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1974,19745000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1975,19755000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1976,19765000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1977,19775000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1978,19785000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1979,19795000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1980,19805000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1981,19815000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1982,19825000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1983,19835000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1984,19845000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1985,19855000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1986,19865000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1987,19875000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1988,19885000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1989,19895000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1990,19905000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1991,19915000,1,14,14,0,20000,0,1,977,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1992,19925000,1,14,14,0,20000,0,1,976,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1993,19935000,1,14,14,0,20000,0,1,976,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1994,19945000,1,14,14,0,20000,0,1,976,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1995,19955000,1,14,14,0,20000,0,1,976,221,40,29854,0,-2,-1,0,0,0,1024,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1996,19965000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1997,19975000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1998,19985000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
1999,19995000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2000,20005000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2001,20015000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2002,20025000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2003,20035000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2004,20045000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2005,20055000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2006,20065000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2007,20075000,1,14,14,0,20000,0,0,976,221,40,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2008,20085000,1,14,14,0,20000,0,0,976,221,42,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2009,20095000,1,14,14,0,20000,0,0,976,221,42,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2010,20105000,1,14,14,0,20000,0,0,976,221,42,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2011,20115000,1,14,14,0,20000,0,0,976,221,42,29854,0,-2,-1,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2012,20125000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2013,20135000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2014,20145000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2015,20155000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2016,20165000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2017,20175000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2018,20185000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2019,20195000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2020,20205000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2021,20215000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2022,20225000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2023,20235000,1,14,14,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2024,20245000,1,15,15,0,20000,0,0,976,221,42,29888,0,-2,-1,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2025,20255000,1,15,15,1,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2026,20265000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2027,20275000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,3
2028,20285000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2029,20295000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2030,20305000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2031,20315000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2032,20325000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2033,20335000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2034,20345000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2035,20355000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
