sample_seq,fault_label,reliability_word,active_detectors,invalid_channels,active_control_flags,changed_commands,input_accelerator,output_accelerator,input_brake,output_brake,input_steering_raw,output_steering_raw,input_speed_limit,output_speed_limit,td_remain_sec,invariant_violations
121,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6048,5445,11,
122,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6080,5474,11,
123,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6144,5532,11,
124,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6176,5560,11,
125,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6240,5618,11,
126,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6304,5676,11,
127,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6400,5762,11,
128,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6464,5820,11,
129,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6592,5935,11,
130,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6688,6021,11,
131,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6784,6108,11,
132,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6880,6194,11,
133,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6976,6281,11,
134,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7072,6367,11,
135,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7168,6454,11,
136,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7232,6511,11,
137,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7296,6569,11,
138,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7360,6626,11,
139,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7392,6655,11,
140,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7424,6684,11,
141,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7456,6713,11,
142,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7456,6713,11,
143,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7456,6713,11,
144,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7456,6713,11,
145,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7456,6713,11,
146,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7424,6684,11,
147,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7392,6655,11,
148,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7360,6626,11,
149,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7296,6569,11,
150,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7264,6540,11,
151,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7200,6482,11,
152,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7168,6454,11,
153,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7072,6367,11,
154,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,7008,6309,11,
155,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6912,6223,11,
156,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6816,6137,11,
157,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6752,6079,11,
158,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6656,5993,11,
159,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6560,5906,11,
160,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6496,5848,11,
161,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6432,5791,11,
162,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6368,5733,11,
163,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6272,5647,11,
164,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6240,5618,11,
165,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6176,5560,11,
166,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6112,5503,11,
167,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6080,5474,11,
168,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6048,5445,11,
169,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6016,5416,11,
170,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5984,5387,11,
171,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5952,5359,11,
172,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5920,5330,11,
173,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5920,5330,11,
174,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
175,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
176,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
177,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
178,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
179,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5920,5330,11,
180,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5952,5359,11,
181,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5952,5359,11,
182,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6016,5416,11,
183,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6048,5445,11,
184,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6080,5474,11,
185,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6112,5503,11,
186,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6176,5560,11,
187,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6208,5589,11,
188,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6272,5647,11,
189,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6336,5704,11,
190,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6400,5762,11,
191,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6496,5848,11,
192,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6592,5935,11,
193,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6688,6021,11,
194,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6752,6079,11,
195,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6816,6137,11,
196,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6880,6194,11,
197,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6944,6252,11,
198,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,6976,6281,11,
199,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,7008,6309,11,
200,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,7072,6367,11,
